,GO term,COGs,GO term name,Number of COGs,IC,SuperCOGs,Number of SuperCOGs
674,GO:0046038,"{'G', 'F'}",GMP catabolic process,2,14.9023,{'supercog2'},1
675,GO:0090308,"{'B', 'K'}",regulation of DNA methylation-dependent heterochromatin formation,2,13.3663,{'supercog3'},1
676,GO:0045651,"{'D', 'W'}",positive regulation of macrophage differentiation,2,13.4169,{'supercog1'},1
677,GO:0061117,"{'D', 'T'}",negative regulation of heart growth,2,13.3663,{'supercog1'},1
678,GO:0061074,"{'D', 'T'}",regulation of neural retina development,2,15.0543,{'supercog1'},1
679,GO:0045922,"{'H', 'I'}",negative regulation of fatty acid metabolic process,2,11.832,{'supercog2'},1
680,GO:0032311,"{'O', 'W'}",angiogenin-PRI complex,2,12.5238,{'supercog1'},1
681,GO:1903426,"{'C', 'T'}",regulation of reactive oxygen species biosynthetic process,2,10.2643,"{'supercog2', 'supercog1'}",2
682,GO:0006656,"{'C', 'I'}",phosphatidylcholine biosynthetic process,2,11.2585,{'supercog2'},1
683,GO:0140513,"{'O', 'Y'}",nuclear protein-containing complex,2,,"{'supercog3', 'supercog1'}",2
684,GO:2000696,"{'D', 'T'}",regulation of epithelial cell differentiation involved in kidney development,2,13.9763,{'supercog1'},1
685,GO:0050931,"{'D', 'Q'}",pigment cell differentiation,2,12.4694,"{'supercog2', 'supercog1'}",2
686,GO:0009139,"{'C', 'H'}",pyrimidine nucleoside diphosphate biosynthetic process,2,9.4299,{'supercog2'},1
687,GO:0006696,"{'H', 'I'}",ergosterol biosynthetic process,2,10.8149,{'supercog2'},1
688,GO:0045838,"{'P', 'T'}",positive regulation of membrane potential,2,13.5804,"{'supercog2', 'supercog1'}",2
689,GO:1902850,"{'D', 'Z'}",microtubule cytoskeleton organization involved in mitosis,2,9.169,{'supercog1'},1
690,GO:0009258,"{'C', 'H'}",10-formyltetrahydrofolate catabolic process,2,15.6393,{'supercog2'},1
691,GO:0080090,"{'C', 'T'}",regulation of primary metabolic process,2,3.5015,"{'supercog2', 'supercog1'}",2
692,GO:0034702,"{'O', 'M'}",ion channel complex,2,9.2356,{'supercog1'},1
693,GO:0034369,"{'O', 'I'}",plasma lipoprotein particle remodeling,2,11.7813,"{'supercog2', 'supercog1'}",2
694,GO:0004103,"{'P', 'T'}",choline kinase activity,2,14.1368,"{'supercog2', 'supercog1'}",2
695,GO:0009051,"{'G', 'C'}","pentose-phosphate shunt, oxidative branch",2,12.1799,{'supercog2'},1
696,GO:0047620,"{'P', 'T'}",acylglycerol kinase activity,2,17.2243,"{'supercog2', 'supercog1'}",2
697,GO:0009124,"{'C', 'H'}",nucleoside monophosphate biosynthetic process,2,5.3093,{'supercog2'},1
698,GO:0030651,"{'E', 'Q'}",peptide antibiotic biosynthetic process,2,13.095,{'supercog2'},1
699,GO:0005643,"{'O', 'Y'}",nuclear pore,2,9.3851,"{'supercog3', 'supercog1'}",2
700,GO:0035642,"{'O', 'H'}",histone H3R17 methyltransferase activity,2,16.6393,"{'supercog2', 'supercog1'}",2
701,GO:0022604,"{'D', 'T'}",regulation of cell morphogenesis,2,6.0163,{'supercog1'},1
702,GO:2001014,"{'D', 'T'}",regulation of skeletal muscle cell differentiation,2,13.5238,{'supercog1'},1
703,GO:0015151,"{'G', 'U'}",alpha-glucoside transmembrane transporter activity,2,,"{'supercog2', 'supercog1'}",2
704,GO:0045064,"{'W', 'T'}",T-helper 2 cell differentiation,2,13.5804,{'supercog1'},1
705,GO:1903236,"{'W', 'T'}",regulation of leukocyte tethering or rolling,2,13.0543,{'supercog1'},1
706,GO:0010496,"{'W', 'U'}",intercellular transport,2,12.798,{'supercog1'},1
707,GO:2000736,"{'D', 'T'}",regulation of stem cell differentiation,2,11.1799,{'supercog1'},1
708,GO:0034189,"{'O', 'I'}",very-low-density lipoprotein particle binding,2,15.9023,"{'supercog2', 'supercog1'}",2
709,GO:0007596,"{'D', 'T'}",blood coagulation,2,8.6281,{'supercog1'},1
710,GO:0045737,"{'O', 'T'}",positive regulation of cyclin-dependent protein serine/threonine kinase activity,2,11.9575,{'supercog1'},1
711,GO:0043647,"{'C', 'H'}",inositol phosphate metabolic process,2,10.5804,{'supercog2'},1
712,GO:0043484,"{'A', 'K'}",regulation of RNA splicing,2,9.7731,{'supercog3'},1
713,GO:0030217,"{'W', 'T'}",T cell differentiation,2,9.2047,{'supercog1'},1
714,GO:1903509,"{'G', 'I'}",liposaccharide metabolic process,2,6.7772,{'supercog2'},1
715,GO:0070820,"{'U', 'M'}",tertiary granule,2,9.5554,{'supercog1'},1
716,GO:0002523,"{'W', 'V'}",leukocyte migration involved in inflammatory response,2,13.7007,{'supercog1'},1
717,GO:0002232,"{'W', 'V'}",leukocyte chemotaxis involved in inflammatory response,2,16.2243,{'supercog1'},1
718,GO:0002763,"{'D', 'W'}",positive regulation of myeloid leukocyte differentiation,2,10.5661,{'supercog1'},1
719,GO:0042054,"{'B', 'O'}",histone methyltransferase activity,2,9.6096,"{'supercog3', 'supercog1'}",2
720,GO:0043626,"{'O', 'Y'}",PCNA complex,2,12.9389,"{'supercog3', 'supercog1'}",2
721,GO:1901285,"{'C', 'H'}","5,6,7,8-tetrahydromethanopterin biosynthetic process",2,18.2243,{'supercog2'},1
722,GO:0019852,"{'G', 'H'}",L-ascorbic acid metabolic process,2,11.4299,{'supercog2'},1
723,GO:0072182,"{'D', 'T'}",regulation of nephron tubule epithelial cell differentiation,2,14.6393,{'supercog1'},1
724,GO:0000124,"{'O', 'Y'}",SAGA complex,2,11.5661,"{'supercog3', 'supercog1'}",2
725,GO:0055029,"{'O', 'Y'}",nuclear DNA-directed RNA polymerase complex,2,9.01,"{'supercog3', 'supercog1'}",2
726,GO:0008392,"{'C', 'I'}",arachidonic acid epoxygenase activity,2,12.0345,{'supercog2'},1
727,GO:0015556,"{'C', 'U'}",C4-dicarboxylate transmembrane transporter activity,2,12.9763,"{'supercog2', 'supercog1'}",2
728,GO:0060986,"{'T', 'U'}",endocrine hormone secretion,2,12.2019,{'supercog1'},1
729,GO:0031201,"{'O', 'M'}",SNARE complex,2,10.9023,{'supercog1'},1
730,GO:1902746,"{'D', 'T'}",regulation of lens fiber cell differentiation,2,15.6393,{'supercog1'},1
731,GO:0048024,"{'A', 'K'}","regulation of mRNA splicing, via spliceosome",2,10.1475,{'supercog3'},1
732,GO:0047931,"{'P', 'T'}",glucosamine kinase activity,2,18.2243,"{'supercog2', 'supercog1'}",2
733,GO:0120162,"{'C', 'T'}",positive regulation of cold-induced thermogenesis,2,10.5032,"{'supercog2', 'supercog1'}",2
734,GO:0034774,"{'U', 'M'}",secretory granule lumen,2,8.7185,{'supercog1'},1
735,GO:0046634,"{'W', 'T'}",regulation of alpha-beta T cell activation,2,10.5378,{'supercog1'},1
736,GO:1903561,"{'W', 'M'}",extracellular vesicle,2,6.713,{'supercog1'},1
737,GO:0034142,"{'W', 'T'}",toll-like receptor 4 signaling pathway,2,12.4429,{'supercog1'},1
738,GO:0099536,"{'W', 'T'}",synaptic signaling,2,7.7834,{'supercog1'},1
739,GO:0006516,"{'G', 'O'}",glycoprotein catabolic process,2,11.5238,"{'supercog2', 'supercog1'}",2
740,GO:0030183,"{'W', 'T'}",B cell differentiation,2,10.1368,{'supercog1'},1
741,GO:0035800,"{'O', 'T'}",deubiquitinase activator activity,2,15.0543,{'supercog1'},1
742,GO:0033046,"{'B', 'D'}",negative regulation of sister chromatid segregation,2,10.6851,"{'supercog3', 'supercog1'}",2
743,GO:0051189,"{'O', 'C'}",prosthetic group metabolic process,2,8.6244,"{'supercog2', 'supercog1'}",2
744,GO:0002700,"{'W', 'K'}",regulation of production of molecular mediator of immune response,2,9.3508,"{'supercog3', 'supercog1'}",2
745,GO:0048814,"{'D', 'T'}",regulation of dendrite morphogenesis,2,11.1475,{'supercog1'},1
746,GO:0000439,"{'O', 'Y'}",transcription factor TFIIH core complex,2,11.9955,"{'supercog3', 'supercog1'}",2
747,GO:0005343,"{'C', 'U'}",organic acid:sodium symporter activity,2,13.2701,"{'supercog2', 'supercog1'}",2
748,GO:0001963,"{'W', 'T'}","synaptic transmission, dopaminergic",2,12.1158,{'supercog1'},1
749,GO:0033045,"{'B', 'D'}",regulation of sister chromatid segregation,2,9.6774,"{'supercog3', 'supercog1'}",2
750,GO:0032677,"{'T', 'K'}",regulation of interleukin-8 production,2,11.0444,"{'supercog3', 'supercog1'}",2
751,GO:0097372,"{'B', 'O'}",NAD-dependent histone H3K18 deacetylase activity,2,16.6393,"{'supercog3', 'supercog1'}",2
752,GO:0003974,"{'G', 'F'}",UDP-N-acetylglucosamine 4-epimerase activity,2,14.5238,{'supercog2'},1
753,GO:0045664,"{'D', 'T'}",regulation of neuron differentiation,2,8.1622,{'supercog1'},1
754,GO:0070611,"{'O', 'H'}",histone H3R2 methyltransferase activity,2,14.7648,"{'supercog2', 'supercog1'}",2
755,GO:0016772,"{'P', 'T'}","transferase activity, transferring phosphorus-containing groups",2,3.5172,"{'supercog2', 'supercog1'}",2
756,GO:0090378,"{'D', 'Z'}",seed trichome elongation,2,16.6393,{'supercog1'},1
757,GO:0015884,"{'E', 'H'}",folic acid transport,2,14.1368,{'supercog2'},1
758,GO:0008781,"{'P', 'T'}",N-acylneuraminate cytidylyltransferase activity,2,13.9763,"{'supercog2', 'supercog1'}",2
759,GO:0002080,"{'U', 'M'}",acrosomal membrane,2,12.798,{'supercog1'},1
760,GO:0044020,"{'O', 'H'}",histone H4R3 methyltransferase activity,2,13.4169,"{'supercog2', 'supercog1'}",2
761,GO:0030239,"{'D', 'Z'}",myofibril assembly,2,10.8844,{'supercog1'},1
762,GO:0032955,"{'D', 'T'}",regulation of division septum assembly,2,10.4561,{'supercog1'},1
763,GO:0002702,"{'W', 'K'}",positive regulation of production of molecular mediator of immune response,2,9.7813,"{'supercog3', 'supercog1'}",2
764,GO:0032527,"{'O', 'U'}",protein exit from endoplasmic reticulum,2,11.6096,{'supercog1'},1
765,GO:0043798,"{'P', 'T'}",glycerate 2-kinase activity,2,15.6393,"{'supercog2', 'supercog1'}",2
766,GO:0045625,"{'W', 'T'}",regulation of T-helper 1 cell differentiation,2,13.832,{'supercog1'},1
767,GO:0032587,"{'N', 'M'}",ruffle membrane,2,10.9859,{'supercog1'},1
768,GO:0072376,"{'O', 'K'}",protein activation cascade,2,12.4169,"{'supercog3', 'supercog1'}",2
769,GO:0098712,"{'E', 'U'}",L-glutamate import across plasma membrane,2,15.2243,"{'supercog2', 'supercog1'}",2
770,GO:0001516,"{'H', 'I'}",prostaglandin biosynthetic process,2,11.2356,{'supercog2'},1
771,GO:0000152,"{'O', 'Y'}",nuclear ubiquitin ligase complex,2,10.9297,"{'supercog3', 'supercog1'}",2
772,GO:0016274,"{'O', 'H'}",protein-arginine N-methyltransferase activity,2,11.6096,"{'supercog2', 'supercog1'}",2
773,GO:0030120,"{'O', 'M'}",vesicle coat,2,9.9622,{'supercog1'},1
774,GO:0140205,"{'Q', 'U'}",oligopeptide import across plasma membrane,2,,"{'supercog2', 'supercog1'}",2
775,GO:0034766,"{'P', 'T'}",negative regulation of monoatomic ion transmembrane transport,2,10.5877,"{'supercog2', 'supercog1'}",2
776,GO:0033007,"{'W', 'T'}",negative regulation of mast cell activation involved in immune response,2,13.9023,{'supercog1'},1
777,GO:0008210,"{'C', 'I'}",estrogen metabolic process,2,11.5518,{'supercog2'},1
778,GO:0006702,"{'C', 'I'}",androgen biosynthetic process,2,15.2243,{'supercog2'},1
779,GO:1904103,"{'D', 'T'}",regulation of convergent extension involved in gastrulation,2,,{'supercog1'},1
780,GO:0016775,"{'P', 'T'}","phosphotransferase activity, nitrogenous group as acceptor",2,8.9435,"{'supercog2', 'supercog1'}",2
781,GO:0045647,"{'D', 'W'}",negative regulation of erythrocyte differentiation,2,14.7648,{'supercog1'},1
782,GO:0006029,"{'G', 'O'}",proteoglycan metabolic process,2,11.169,"{'supercog2', 'supercog1'}",2
783,GO:0045842,"{'D', 'Y'}",positive regulation of mitotic metaphase/anaphase transition,2,12.0543,"{'supercog3', 'supercog1'}",2
784,GO:0051932,"{'W', 'T'}","synaptic transmission, GABAergic",2,10.7896,{'supercog1'},1
785,GO:0042308,"{'O', 'U'}",negative regulation of protein import into nucleus,2,13.5804,{'supercog1'},1
786,GO:0050792,"{'T', 'X'}",regulation of viral process,2,9.3174,"{'supercog3', 'supercog1'}",2
787,GO:0033157,"{'O', 'U'}",regulation of intracellular protein transport,2,9.2103,{'supercog1'},1
788,GO:0009223,"{'G', 'F'}",pyrimidine deoxyribonucleotide catabolic process,2,9.8889,{'supercog2'},1
789,GO:0050920,"{'T', 'N'}",regulation of chemotaxis,2,8.8778,{'supercog1'},1
790,GO:0000214,"{'O', 'Y'}",tRNA-intron endonuclease complex,2,13.5238,"{'supercog3', 'supercog1'}",2
791,GO:1901505,"{'G', 'U'}",carbohydrate derivative transmembrane transporter activity,2,10.6022,"{'supercog2', 'supercog1'}",2
792,GO:0040018,"{'D', 'T'}",positive regulation of multicellular organism growth,2,12.6697,{'supercog1'},1
793,GO:0010634,"{'T', 'N'}",positive regulation of epithelial cell migration,2,10.0051,{'supercog1'},1
794,GO:0002703,"{'W', 'T'}",regulation of leukocyte mediated immunity,2,9.3144,{'supercog1'},1
795,GO:0016773,"{'P', 'T'}","phosphotransferase activity, alcohol group as acceptor",2,4.9311,"{'supercog2', 'supercog1'}",2
796,GO:0051938,"{'C', 'E'}",L-glutamate import,2,15.0543,{'supercog2'},1
797,GO:0034248,"{'C', 'T'}",regulation of amide metabolic process,2,6.4553,"{'supercog2', 'supercog1'}",2
798,GO:0031297,"{'B', 'L'}",replication fork processing,2,11.4694,{'supercog3'},1
799,GO:2000241,"{'D', 'T'}",regulation of reproductive process,2,8.3819,{'supercog1'},1
800,GO:0099529,"{'P', 'T'}",neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,2,11.8149,"{'supercog2', 'supercog1'}",2
801,GO:0061718,"{'G', 'H'}",glucose catabolic process to pyruvate,2,11.3539,{'supercog2'},1
802,GO:0006659,"{'C', 'I'}",phosphatidylserine biosynthetic process,2,16.6393,{'supercog2'},1
803,GO:0046827,"{'O', 'U'}",positive regulation of protein export from nucleus,2,12.0148,{'supercog1'},1
804,GO:0033674,"{'P', 'T'}",positive regulation of kinase activity,2,7.9657,"{'supercog2', 'supercog1'}",2
805,GO:0002829,"{'W', 'T'}",negative regulation of type 2 immune response,2,12.5804,{'supercog1'},1
806,GO:0140344,"{'I', 'M'}",triglyceride transfer activity,2,,"{'supercog2', 'supercog1'}",2
807,GO:2000036,"{'D', 'T'}",regulation of stem cell population maintenance,2,12.9389,{'supercog1'},1
808,GO:0006270,"{'B', 'L'}",DNA replication initiation,2,8.9931,{'supercog3'},1
809,GO:0051123,"{'O', 'B'}",RNA polymerase II preinitiation complex assembly,2,10.5169,"{'supercog3', 'supercog1'}",2
810,GO:0006749,"{'E', 'Q'}",glutathione metabolic process,2,8.8298,{'supercog2'},1
811,GO:0048025,"{'A', 'K'}","negative regulation of mRNA splicing, via spliceosome",2,12.9763,{'supercog3'},1
812,GO:1901018,"{'P', 'U'}",positive regulation of potassium ion transmembrane transporter activity,2,13.5238,"{'supercog2', 'supercog1'}",2
813,GO:0080164,"{'C', 'T'}",regulation of nitric oxide metabolic process,2,15.4169,"{'supercog2', 'supercog1'}",2
814,GO:0050435,"{'E', 'Q'}",amyloid-beta metabolic process,2,11.0444,{'supercog2'},1
815,GO:0001779,"{'W', 'T'}",natural killer cell differentiation,2,12.9389,{'supercog1'},1
816,GO:0051734,"{'P', 'T'}",polynucleotide kinase activity,2,13.7007,"{'supercog2', 'supercog1'}",2
817,GO:0005892,"{'O', 'M'}",acetylcholine-gated channel complex,2,14.4169,{'supercog1'},1
818,GO:0040012,"{'T', 'N'}",regulation of locomotion,2,7.2766,{'supercog1'},1
819,GO:0097153,"{'O', 'D'}",cysteine-type endopeptidase activity involved in apoptotic process,2,11.3054,{'supercog1'},1
820,GO:0006601,"{'C', 'H'}",creatine biosynthetic process,2,13.5804,{'supercog2'},1
821,GO:0033068,"{'H', 'Q'}",macrolide biosynthetic process,2,13.5238,{'supercog2'},1
822,GO:0070545,"{'O', 'Y'}",PeBoW complex,2,12.1582,"{'supercog3', 'supercog1'}",2
823,GO:0042173,"{'D', 'T'}",regulation of sporulation resulting in formation of a cellular spore,2,11.7324,{'supercog1'},1
824,GO:0034998,"{'O', 'M'}",oligosaccharyltransferase I complex,2,17.2243,{'supercog1'},1
825,GO:0019568,"{'G', 'H'}",arabinose catabolic process,2,11.0246,{'supercog2'},1
826,GO:2000551,"{'W', 'T'}",regulation of T-helper 2 cell cytokine production,2,12.5238,{'supercog1'},1
827,GO:0043281,"{'O', 'D'}",regulation of cysteine-type endopeptidase activity involved in apoptotic process,2,9.5204,{'supercog1'},1
828,GO:0004662,"{'O', 'I'}",CAAX-protein geranylgeranyltransferase activity,2,13.9023,"{'supercog2', 'supercog1'}",2
829,GO:0045682,"{'D', 'T'}",regulation of epidermis development,2,11.5238,{'supercog1'},1
830,GO:0030141,"{'U', 'M'}",secretory granule,2,7.6013,{'supercog1'},1
831,GO:0035243,"{'O', 'H'}",protein-arginine omega-N symmetric methyltransferase activity,2,12.8667,"{'supercog2', 'supercog1'}",2
832,GO:0034384,"{'T', 'I'}",high-density lipoprotein particle clearance,2,13.4169,"{'supercog2', 'supercog1'}",2
833,GO:0090310,"{'B', 'K'}",negative regulation of DNA methylation-dependent heterochromatin formation,2,15.2243,{'supercog3'},1
834,GO:0018146,"{'G', 'C'}",keratan sulfate biosynthetic process,2,14.6393,{'supercog2'},1
835,GO:0045211,"{'W', 'M'}",postsynaptic membrane,2,9.7086,{'supercog1'},1
836,GO:0051303,"{'B', 'U'}",establishment of chromosome localization,2,10.2187,"{'supercog3', 'supercog1'}",2
837,GO:0046836,"{'G', 'I'}",glycolipid transport,2,14.2243,{'supercog2'},1
838,GO:0120161,"{'C', 'T'}",regulation of cold-induced thermogenesis,2,10.0543,"{'supercog2', 'supercog1'}",2
839,GO:0008391,"{'C', 'I'}",arachidonic acid monooxygenase activity,2,11.9205,{'supercog2'},1
840,GO:0070092,"{'T', 'U'}",regulation of glucagon secretion,2,14.7648,{'supercog1'},1
841,GO:0071624,"{'W', 'N'}",positive regulation of granulocyte chemotaxis,2,11.9575,{'supercog1'},1
842,GO:0032647,"{'T', 'K'}",regulation of interferon-alpha production,2,12.7007,"{'supercog3', 'supercog1'}",2
843,GO:0045841,"{'D', 'Y'}",negative regulation of mitotic metaphase/anaphase transition,2,10.8234,"{'supercog3', 'supercog1'}",2
844,GO:0033212,"{'P', 'U'}",iron import into cell,2,11.1582,"{'supercog2', 'supercog1'}",2
845,GO:0006606,"{'O', 'U'}",protein import into nucleus,2,9.2906,{'supercog1'},1
846,GO:0097730,"{'O', 'M'}",non-motile cilium,2,9.9669,{'supercog1'},1
847,GO:0002138,"{'C', 'Q'}",retinoic acid biosynthetic process,2,12.3416,{'supercog2'},1
848,GO:0098827,"{'U', 'M'}",endoplasmic reticulum subcompartment,2,11.9023,{'supercog1'},1
849,GO:0140895,"{'W', 'T'}",cell surface toll-like receptor signaling pathway,2,,{'supercog1'},1
850,GO:0019388,"{'G', 'H'}",galactose catabolic process,2,10.858,{'supercog2'},1
851,GO:0015184,"{'E', 'U'}",L-cystine transmembrane transporter activity,2,16.6393,"{'supercog2', 'supercog1'}",2
852,GO:0099638,"{'O', 'U'}",endosome to plasma membrane protein transport,2,14.0543,{'supercog1'},1
853,GO:0002385,"{'W', 'T'}",mucosal immune response,2,11.798,{'supercog1'},1
854,GO:0016779,"{'P', 'T'}",nucleotidyltransferase activity,2,5.3259,"{'supercog2', 'supercog1'}",2
855,GO:0031510,"{'O', 'Y'}",SUMO activating enzyme complex,2,13.5804,"{'supercog3', 'supercog1'}",2
856,GO:2000651,"{'P', 'U'}",positive regulation of sodium ion transmembrane transporter activity,2,13.832,"{'supercog2', 'supercog1'}",2
857,GO:0019566,"{'G', 'H'}",arabinose metabolic process,2,10.51,{'supercog2'},1
858,GO:0050793,"{'D', 'T'}",regulation of developmental process,2,4.9884,{'supercog1'},1
859,GO:0045598,"{'D', 'T'}",regulation of fat cell differentiation,2,10.8064,{'supercog1'},1
860,GO:0010008,"{'U', 'M'}",endosome membrane,2,8.1066,{'supercog1'},1
861,GO:0035632,"{'O', 'M'}",mitochondrial prohibitin complex,2,,{'supercog1'},1
862,GO:0046504,"{'C', 'H'}",glycerol ether biosynthetic process,2,13.9763,{'supercog2'},1
863,GO:0030473,"{'J', 'U'}",nuclear migration along microtubule,2,12.247,"{'supercog3', 'supercog1'}",2
864,GO:0060255,"{'C', 'T'}",regulation of macromolecule metabolic process,2,3.4098,"{'supercog2', 'supercog1'}",2
865,GO:0050650,"{'G', 'O'}",chondroitin sulfate proteoglycan biosynthetic process,2,12.9763,"{'supercog2', 'supercog1'}",2
866,GO:0051209,"{'P', 'U'}",release of sequestered calcium ion into cytosol,2,10.2876,"{'supercog2', 'supercog1'}",2
867,GO:0071004,"{'O', 'Y'}",U2-type prespliceosome,2,10.9669,"{'supercog3', 'supercog1'}",2
868,GO:0005849,"{'O', 'Y'}",mRNA cleavage factor complex,2,10.9482,"{'supercog3', 'supercog1'}",2
869,GO:1901379,"{'P', 'T'}",regulation of potassium ion transmembrane transport,2,11.1799,"{'supercog2', 'supercog1'}",2
870,GO:0043382,"{'W', 'T'}",positive regulation of memory T cell differentiation,2,14.3174,{'supercog1'},1
871,GO:0000958,"{'A', 'K'}",mitochondrial mRNA catabolic process,2,14.9023,{'supercog3'},1
872,GO:0010719,"{'D', 'T'}",negative regulation of epithelial to mesenchymal transition,2,13.4169,{'supercog1'},1
873,GO:0008865,"{'P', 'T'}",fructokinase activity,2,11.8149,"{'supercog2', 'supercog1'}",2
874,GO:0010967,"{'C', 'T'}",regulation of polyamine biosynthetic process,2,15.6393,"{'supercog2', 'supercog1'}",2
875,GO:0008475,"{'O', 'C'}",procollagen-lysine 5-dioxygenase activity,2,14.7648,"{'supercog2', 'supercog1'}",2
876,GO:1990931,"{'A', 'C'}",mRNA N6-methyladenosine dioxygenase activity,2,15.0543,"{'supercog3', 'supercog2'}",2
877,GO:0005681,"{'O', 'Y'}",spliceosomal complex,2,8.2061,"{'supercog3', 'supercog1'}",2
878,GO:0034381,"{'T', 'I'}",plasma lipoprotein particle clearance,2,11.7007,"{'supercog2', 'supercog1'}",2
879,GO:0004656,"{'O', 'C'}",procollagen-proline 4-dioxygenase activity,2,13.5238,"{'supercog2', 'supercog1'}",2
880,GO:0034706,"{'O', 'M'}",sodium channel complex,2,13.0148,{'supercog1'},1
881,GO:0047325,"{'P', 'T'}",inositol tetrakisphosphate 1-kinase activity,2,14.2243,"{'supercog2', 'supercog1'}",2
882,GO:0002821,"{'W', 'T'}",positive regulation of adaptive immune response,2,10.1315,{'supercog1'},1
883,GO:0010710,"{'C', 'T'}",regulation of collagen catabolic process,2,14.3174,"{'supercog2', 'supercog1'}",2
884,GO:0008123,"{'H', 'Q'}",cholesterol 7-alpha-monooxygenase activity,2,14.7648,{'supercog2'},1
885,GO:0006623,"{'O', 'U'}",protein targeting to vacuole,2,9.9297,{'supercog1'},1
886,GO:0045143,"{'D', 'Y'}",homologous chromosome segregation,2,10.7244,"{'supercog3', 'supercog1'}",2
887,GO:0072349,"{'E', 'U'}",modified amino acid transmembrane transporter activity,2,13.2701,"{'supercog2', 'supercog1'}",2
888,GO:0080111,"{'B', 'C'}",DNA demethylation,2,11.7648,"{'supercog3', 'supercog2'}",2
889,GO:0034068,"{'P', 'T'}",aminoglycoside nucleotidyltransferase activity,2,15.2243,"{'supercog2', 'supercog1'}",2
890,GO:0051748,"{'P', 'T'}",UTP-monosaccharide-1-phosphate uridylyltransferase activity,2,12.1368,"{'supercog2', 'supercog1'}",2
891,GO:0043154,"{'O', 'D'}",negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,2,10.4299,{'supercog1'},1
892,GO:0009142,"{'C', 'H'}",nucleoside triphosphate biosynthetic process,2,5.6623,{'supercog2'},1
893,GO:0030572,"{'P', 'T'}",phosphatidyltransferase activity,2,14.2243,"{'supercog2', 'supercog1'}",2
894,GO:0031329,"{'C', 'T'}",regulation of cellular catabolic process,2,7.357,"{'supercog2', 'supercog1'}",2
895,GO:0090482,"{'H', 'U'}",vitamin transmembrane transporter activity,2,10.6244,"{'supercog2', 'supercog1'}",2
896,GO:0097038,"{'U', 'M'}",perinuclear endoplasmic reticulum,2,13.2243,{'supercog1'},1
897,GO:0031048,"{'B', 'K'}",RNA-mediated heterochromatin formation,2,12.832,{'supercog3'},1
898,GO:0007020,"{'O', 'Z'}",microtubule nucleation,2,11.7324,{'supercog1'},1
899,GO:1901509,"{'D', 'T'}",regulation of endothelial tube morphogenesis,2,11.9205,{'supercog1'},1
900,GO:0009100,"{'G', 'O'}",glycoprotein metabolic process,2,8.0771,"{'supercog2', 'supercog1'}",2
901,GO:0006111,"{'G', 'H'}",regulation of gluconeogenesis,2,10.9482,{'supercog2'},1
902,GO:0033004,"{'W', 'T'}",negative regulation of mast cell activation,2,13.5238,{'supercog1'},1
903,GO:0015438,"{'G', 'U'}",ABC-type teichoic acid transporter activity,2,14.3174,"{'supercog2', 'supercog1'}",2
904,GO:0005996,"{'G', 'H'}",monosaccharide metabolic process,2,5.9817,{'supercog2'},1
905,GO:0051492,"{'T', 'Z'}",regulation of stress fiber assembly,2,11.0644,{'supercog1'},1
906,GO:0031965,"{'Y', 'M'}",nuclear membrane,2,8.8956,"{'supercog3', 'supercog1'}",2
907,GO:0009263,"{'G', 'F'}",deoxyribonucleotide biosynthetic process,2,7.5904,{'supercog2'},1
908,GO:0090505,"{'D', 'T'}",epiboly involved in wound healing,2,12.6697,{'supercog1'},1
909,GO:0070232,"{'D', 'T'}",regulation of T cell apoptotic process,2,11.8667,{'supercog1'},1
910,GO:0010907,"{'G', 'H'}",positive regulation of glucose metabolic process,2,12.2019,{'supercog2'},1
911,GO:0048710,"{'D', 'T'}",regulation of astrocyte differentiation,2,13.1368,{'supercog1'},1
912,GO:0032436,"{'O', 'C'}",positive regulation of proteasomal ubiquitin-dependent protein catabolic process,2,11.1582,"{'supercog2', 'supercog1'}",2
913,GO:0033018,"{'U', 'M'}",sarcoplasmic reticulum lumen,2,13.3663,{'supercog1'},1
914,GO:0070167,"{'D', 'T'}",regulation of biomineral tissue development,2,11.3416,{'supercog1'},1
915,GO:0002714,"{'W', 'T'}",positive regulation of B cell mediated immunity,2,11.6544,{'supercog1'},1
916,GO:0001621,"{'F', 'T'}",G protein-coupled ADP receptor activity,2,,"{'supercog2', 'supercog1'}",2
917,GO:0000956,"{'A', 'K'}",nuclear-transcribed mRNA catabolic process,2,8.4794,{'supercog3'},1
918,GO:0071266,"{'E', 'H'}",'de novo' L-methionine biosynthetic process,2,10.9023,{'supercog2'},1
919,GO:1903318,"{'O', 'K'}",negative regulation of protein maturation,2,11.9955,"{'supercog3', 'supercog1'}",2
920,GO:0060213,"{'A', 'K'}",positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,2,12.832,{'supercog3'},1
921,GO:0051604,"{'O', 'K'}",protein maturation,2,6.9645,"{'supercog3', 'supercog1'}",2
922,GO:0032433,"{'M', 'Z'}",filopodium tip,2,12.9389,{'supercog1'},1
923,GO:2000269,"{'D', 'T'}",regulation of fibroblast apoptotic process,2,13.9023,{'supercog1'},1
924,GO:0097525,"{'O', 'Y'}",spliceosomal snRNP complex,2,9.6356,"{'supercog3', 'supercog1'}",2
925,GO:0004482,"{'A', 'H'}",mRNA (guanine-N7-)-methyltransferase activity,2,11.3663,"{'supercog3', 'supercog2'}",2
