,GO term,COGs,GO term name,Number of COGs,IC,SuperCOGs,Number of SuperCOGs
1370,GO:0039653,{'K'},suppression by virus of host transcription,1,11.4299,{'supercog3'},1
1371,GO:0099513,{'Z'},polymeric cytoskeletal fiber,1,7.2943,{'supercog1'},1
1372,GO:0022626,{'J'},cytosolic ribosome,1,7.3501,{'supercog3'},1
1373,GO:0008784,{'E'},alanine racemase activity,1,10.095,{'supercog2'},1
1374,GO:0006636,{'I'},unsaturated fatty acid biosynthetic process,1,10.4495,{'supercog2'},1
1375,GO:0051783,{'Y'},regulation of nuclear division,1,8.9343,{'supercog3'},1
1376,GO:0035999,{'H'},tetrahydrofolate interconversion,1,7.8138,{'supercog2'},1
1377,GO:0008360,{'M'},regulation of cell shape,1,6.219,{'supercog1'},1
1378,GO:0022008,{'D'},neurogenesis,1,6.6426,{'supercog1'},1
1379,GO:0043062,{'W'},extracellular structure organization,1,9.1027,{'supercog1'},1
1380,GO:0031294,{'W'},lymphocyte costimulation,1,11.4694,{'supercog1'},1
1381,GO:0046456,{'H'},icosanoid biosynthetic process,1,10.5732,{'supercog2'},1
1382,GO:0007131,{'D'},reciprocal meiotic recombination,1,10.0444,{'supercog1'},1
1383,GO:0048193,{'U'},Golgi vesicle transport,1,7.9943,{'supercog1'},1
1384,GO:0038127,{'T'},ERBB signaling pathway,1,10.4495,{'supercog1'},1
1385,GO:0031145,{'O'},anaphase-promoting complex-dependent catabolic process,1,11.2243,{'supercog1'},1
1386,GO:0039502,{'T'},suppression by virus of host type I interferon-mediated signaling pathway,1,10.4561,{'supercog1'},1
1387,GO:0090407,{'C'},organophosphate biosynthetic process,1,3.4547,{'supercog2'},1
1388,GO:0034656,{'H'},nucleobase-containing small molecule catabolic process,1,9.5413,{'supercog2'},1
1389,GO:0010942,{'R'},positive regulation of cell death,1,7.7037,{'general function'},1
1390,GO:0019684,{'C'},"photosynthesis, light reaction",1,8.2499,{'supercog2'},1
1391,GO:0001750,{'M'},photoreceptor outer segment,1,10.5732,{'supercog1'},1
1392,GO:1901271,{'G'},lipooligosaccharide biosynthetic process,1,7.4736,{'supercog2'},1
1393,GO:0006368,{'K'},transcription elongation from RNA polymerase II promoter,1,9.4594,{'supercog3'},1
1394,GO:0140110,{'K'},transcription regulator activity,1,,{'supercog3'},1
1395,GO:0004764,{'C'},shikimate 3-dehydrogenase (NADP+) activity,1,9.6774,{'supercog2'},1
1396,GO:0051707,{'T'},response to other organism,1,5.5068,{'supercog1'},1
1397,GO:0009435,{'H'},NAD biosynthetic process,1,8.2144,{'supercog2'},1
1398,GO:0003918,{'B'},"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",1,9.9763,{'supercog3'},1
1399,GO:0030198,{'W'},extracellular matrix organization,1,9.1262,{'supercog1'},1
1400,GO:0048469,{'D'},cell maturation,1,9.357,{'supercog1'},1
1401,GO:0008645,{'G'},hexose transmembrane transport,1,10.2759,{'supercog2'},1
1402,GO:0009065,{'E'},glutamine family amino acid catabolic process,1,8.3819,{'supercog2'},1
1403,GO:1905354,{'O'},exoribonuclease complex,1,10.1964,{'supercog1'},1
1404,GO:0006734,{'H'},NADH metabolic process,1,10.3114,{'supercog2'},1
1405,GO:0009628,{'T'},response to abiotic stimulus,1,5.7204,{'supercog1'},1
1406,GO:0007260,{'O'},tyrosine phosphorylation of STAT protein,1,10.7086,{'supercog1'},1
1407,GO:0051781,{'D'},positive regulation of cell division,1,10.0148,{'supercog1'},1
1408,GO:0071248,{'T'},cellular response to metal ion,1,8.9274,{'supercog1'},1
1409,GO:0140297,{'K'},DNA-binding transcription factor binding,1,9.1315,{'supercog3'},1
1410,GO:0005104,{'T'},fibroblast growth factor receptor binding,1,11.1368,{'supercog1'},1
1411,GO:0016197,{'U'},endosomal transport,1,8.9692,{'supercog1'},1
1412,GO:0030902,{'D'},hindbrain development,1,10.9205,{'supercog1'},1
1413,GO:0044325,{'R'},ion channel binding,1,10.798,{'general function'},1
1414,GO:0071156,{'R'},regulation of cell cycle arrest,1,10.7244,{'general function'},1
1415,GO:0005884,{'Z'},actin filament,1,10.2643,{'supercog1'},1
1416,GO:0043711,{'R'},pilus organization,1,11.213,{'general function'},1
1417,GO:0005230,{'U'},extracellular ligand-gated ion channel activity,1,9.6812,{'supercog1'},1
1418,GO:0016405,{'H'},CoA-ligase activity,1,9.7244,{'supercog2'},1
1419,GO:0010447,{'T'},response to acidic pH,1,11.6697,{'supercog1'},1
1420,GO:0009071,{'E'},serine family amino acid catabolic process,1,8.3447,{'supercog2'},1
1421,GO:0048608,{'D'},reproductive structure development,1,7.4828,{'supercog1'},1
1422,GO:0030808,{'F'},regulation of nucleotide biosynthetic process,1,11.2585,{'supercog2'},1
1423,GO:0009200,{'H'},deoxyribonucleoside triphosphate metabolic process,1,7.6497,{'supercog2'},1
1424,GO:0050730,{'O'},regulation of peptidyl-tyrosine phosphorylation,1,9.2906,{'supercog1'},1
1425,GO:0000324,{'U'},fungal-type vacuole,1,9.7567,{'supercog1'},1
1426,GO:0022607,{'R'},cellular component assembly,1,4.4134,{'general function'},1
1427,GO:0016574,{'R'},histone ubiquitination,1,10.9859,{'general function'},1
1428,GO:0006195,{'F'},purine nucleotide catabolic process,1,10.1475,{'supercog2'},1
1429,GO:0051494,{'Z'},negative regulation of cytoskeleton organization,1,9.4041,{'supercog1'},1
1430,GO:0019082,{'X'},viral protein processing,1,11.8667,{'supercog3'},1
1431,GO:0000027,{'J'},ribosomal large subunit assembly,1,8.575,{'supercog3'},1
1432,GO:0070936,{'O'},protein K48-linked ubiquitination,1,11.4694,{'supercog1'},1
1433,GO:0070997,{'R'},neuron death,1,8.8277,{'general function'},1
1434,GO:0140535,{'O'},intracellular protein-containing complex,1,,{'supercog1'},1
1435,GO:0003954,{'C'},NADH dehydrogenase activity,1,7.5006,{'supercog2'},1
1436,GO:0001678,{'G'},cellular glucose homeostasis,1,9.7485,{'supercog2'},1
1437,GO:0120252,{'C'},hydrocarbon metabolic process,1,,{'supercog2'},1
1438,GO:0016591,{'Y'},"RNA polymerase II, holoenzyme",1,9.4462,{'supercog3'},1
1439,GO:0042819,{'H'},vitamin B6 biosynthetic process,1,8.072,{'supercog2'},1
1440,GO:0102483,{'G'},scopolin beta-glucosidase activity,1,10.3295,{'supercog2'},1
1441,GO:0051082,{'O'},unfolded protein binding,1,6.543,{'supercog1'},1
1442,GO:0015918,{'I'},sterol transport,1,10.1053,{'supercog2'},1
1443,GO:0019829,{'P'},ATPase-coupled cation transmembrane transporter activity,1,8.3663,{'supercog2'},1
1444,GO:0006625,{'O'},protein targeting to peroxisome,1,10.7324,{'supercog1'},1
1445,GO:0006605,{'O'},protein targeting,1,7.1881,{'supercog1'},1
1446,GO:0010508,{'O'},positive regulation of autophagy,1,9.7648,{'supercog1'},1
1447,GO:0016180,{'A'},snRNA processing,1,11.0345,{'supercog3'},1
1448,GO:0051098,{'T'},regulation of binding,1,8.6639,{'supercog1'},1
1449,GO:0006941,{'R'},striated muscle contraction,1,10.2935,{'general function'},1
1450,GO:0017004,{'C'},cytochrome complex assembly,1,9.6851,{'supercog2'},1
1451,GO:0002039,{'O'},p53 binding,1,11.9955,{'supercog1'},1
1452,GO:0072001,{'D'},renal system development,1,9.0027,{'supercog1'},1
1453,GO:0110096,{'T'},cellular response to aldehyde,1,10.7405,{'supercog1'},1
1454,GO:0035591,{'T'},signaling adaptor activity,1,10.7896,{'supercog1'},1
1455,GO:0032296,{'A'},double-stranded RNA-specific ribonuclease activity,1,9.7648,{'supercog3'},1
1456,GO:0045296,{'W'},cadherin binding,1,9.5732,{'supercog1'},1
1457,GO:0019207,{'T'},kinase regulator activity,1,8.6659,{'supercog1'},1
1458,GO:0016701,{'C'},"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",1,8.5572,{'supercog2'},1
1459,GO:0015399,{'U'},primary active transmembrane transporter activity,1,6.7294,{'supercog1'},1
1460,GO:0051094,{'D'},positive regulation of developmental process,1,6.7465,{'supercog1'},1
1461,GO:0016635,{'H'},"oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor",1,9.2788,{'supercog2'},1
1462,GO:0009240,{'Q'},isopentenyl diphosphate biosynthetic process,1,7.3725,{'supercog2'},1
1463,GO:0055065,{'R'},metal ion homeostasis,1,7.2068,{'general function'},1
1464,GO:0014823,{'T'},response to activity,1,11.7324,{'supercog1'},1
1465,GO:0042558,{'C'},pteridine-containing compound metabolic process,1,6.9979,{'supercog2'},1
1466,GO:0009084,{'E'},glutamine family amino acid biosynthetic process,1,6.4652,{'supercog2'},1
1467,GO:0030955,{'P'},potassium ion binding,1,10.01,{'supercog2'},1
1468,GO:0004532,{'A'},exoribonuclease activity,1,8.4845,{'supercog3'},1
1469,GO:0055086,{'H'},nucleobase-containing small molecule metabolic process,1,3.3786,{'supercog2'},1
1470,GO:0018995,{'R'},host cellular component,1,6.4441,{'general function'},1
1471,GO:0009147,{'H'},pyrimidine nucleoside triphosphate metabolic process,1,6.8075,{'supercog2'},1
1472,GO:0008298,{'A'},intracellular mRNA localization,1,11.1799,{'supercog3'},1
1473,GO:0044262,{'R'},cellular carbohydrate metabolic process,1,5.5034,{'general function'},1
1474,GO:0030099,{'D'},myeloid cell differentiation,1,8.4201,{'supercog1'},1
1475,GO:0030042,{'O'},actin filament depolymerization,1,9.8363,{'supercog1'},1
1476,GO:0044406,{'T'},adhesion of symbiont to host,1,8.6525,{'supercog1'},1
1477,GO:0099023,{'O'},vesicle tethering complex,1,9.9859,{'supercog1'},1
1478,GO:1901681,{'R'},sulfur compound binding,1,7.0701,{'general function'},1
1479,GO:0006165,{'R'},nucleoside diphosphate phosphorylation,1,6.1089,{'general function'},1
1480,GO:0006629,{'I'},lipid metabolic process,1,4.2062,{'supercog2'},1
1481,GO:0033865,{'H'},nucleoside bisphosphate metabolic process,1,6.771,{'supercog2'},1
1482,GO:0009534,{'C'},chloroplast thylakoid,1,7.5032,{'supercog2'},1
1483,GO:0030901,{'D'},midbrain development,1,11.3295,{'supercog1'},1
1484,GO:0016860,{'C'},intramolecular oxidoreductase activity,1,6.3489,{'supercog2'},1
1485,GO:0007249,{'T'},I-kappaB kinase/NF-kappaB signaling,1,9.2935,{'supercog1'},1
1486,GO:0015616,{'B'},DNA translocase activity,1,12.7324,{'supercog3'},1
1487,GO:0004842,{'U'},ubiquitin-protein transferase activity,1,7.8438,{'supercog1'},1
1488,GO:0033818,{'I'},beta-ketoacyl-acyl-carrier-protein synthase III activity,1,10.0246,{'supercog2'},1
1489,GO:0032990,{'R'},cell part morphogenesis,1,7.9907,{'general function'},1
1490,GO:2001234,{'T'},negative regulation of apoptotic signaling pathway,1,9.3757,{'supercog1'},1
1491,GO:0000036,{'C'},acyl carrier activity,1,9.7896,{'supercog2'},1
1492,GO:1901343,{'D'},negative regulation of vasculature development,1,10.6774,{'supercog1'},1
1493,GO:0004045,{'J'},aminoacyl-tRNA hydrolase activity,1,9.2788,{'supercog3'},1
1494,GO:0005527,{'Q'},macrolide binding,1,12.4429,{'supercog2'},1
1495,GO:0016597,{'E'},amino acid binding,1,7.961,{'supercog2'},1
1496,GO:0004585,{'E'},ornithine carbamoyltransferase activity,1,10.1053,{'supercog2'},1
1497,GO:0019933,{'T'},cAMP-mediated signaling,1,9.8934,{'supercog1'},1
1498,GO:0099024,{'M'},plasma membrane invagination,1,9.6059,{'supercog1'},1
1499,GO:1903047,{'D'},mitotic cell cycle process,1,6.8059,{'supercog1'},1
1500,GO:0005887,{'R'},integral component of plasma membrane,1,6.2869,{'general function'},1
1501,GO:0001558,{'Z'},regulation of cell growth,1,8.5679,{'supercog1'},1
1502,GO:0009069,{'E'},serine family amino acid metabolic process,1,6.5977,{'supercog2'},1
1503,GO:2000142,{'K'},"regulation of DNA-templated transcription, initiation",1,9.6544,{'supercog3'},1
1504,GO:0006564,{'E'},L-serine biosynthetic process,1,10.3295,{'supercog2'},1
1505,GO:1903580,{'H'},positive regulation of ATP metabolic process,1,10.9763,{'supercog2'},1
1506,GO:0050660,{'F'},flavin adenine dinucleotide binding,1,6.5113,{'supercog2'},1
1507,GO:0098542,{'V'},defense response to other organism,1,5.8803,{'supercog1'},1
1508,GO:1901682,{'U'},sulfur compound transmembrane transporter activity,1,10.4105,{'supercog1'},1
1509,GO:0048609,{'D'},multicellular organismal reproductive process,1,7.1826,{'supercog1'},1
1510,GO:0001649,{'D'},osteoblast differentiation,1,10.4561,{'supercog1'},1
1511,GO:0045229,{'W'},external encapsulating structure organization,1,5.8473,{'supercog1'},1
1512,GO:1905953,{'I'},negative regulation of lipid localization,1,11.7648,{'supercog2'},1
1513,GO:0042788,{'R'},polysomal ribosome,1,11.3174,{'general function'},1
1514,GO:0006995,{'T'},cellular response to nitrogen starvation,1,11.2818,{'supercog1'},1
1515,GO:0019058,{'X'},viral life cycle,1,6.4274,{'supercog3'},1
1516,GO:0016903,{'C'},"oxidoreductase activity, acting on the aldehyde or oxo group of donors",1,6.8384,{'supercog2'},1
1517,GO:0032269,{'R'},negative regulation of cellular protein metabolic process,1,6.4536,{'general function'},1
1518,GO:0034754,{'R'},cellular hormone metabolic process,1,8.9069,{'general function'},1
1519,GO:0042311,{'T'},vasodilation,1,11.247,{'supercog1'},1
1520,GO:0044257,{'R'},cellular protein catabolic process,1,6.4238,{'general function'},1
1521,GO:0031267,{'R'},small GTPase binding,1,8.2061,{'general function'},1
1522,GO:1903428,{'C'},positive regulation of reactive oxygen species biosynthetic process,1,10.9114,{'supercog2'},1
1523,GO:0000075,{'T'},cell cycle checkpoint,1,8.7007,{'supercog1'},1
1524,GO:0046135,{'H'},pyrimidine nucleoside catabolic process,1,11.0051,{'supercog2'},1
1525,GO:0008218,{'C'},bioluminescence,1,9.3295,{'supercog2'},1
1526,GO:0006351,{'K'},"transcription, DNA-templated",1,4.0354,{'supercog3'},1
1527,GO:2000406,{'W'},positive regulation of T cell migration,1,11.9023,{'supercog1'},1
1528,GO:0007156,{'W'},homophilic cell adhesion via plasma membrane adhesion molecules,1,9.6244,{'supercog1'},1
1529,GO:0061630,{'U'},ubiquitin protein ligase activity,1,9.01,{'supercog1'},1
1530,GO:0031570,{'T'},DNA integrity checkpoint,1,9.3788,{'supercog1'},1
1531,GO:0030638,{'Q'},polyketide metabolic process,1,10.9955,{'supercog2'},1
1532,GO:0008017,{'Z'},microtubule binding,1,8.3009,{'supercog1'},1
1533,GO:0001666,{'T'},response to hypoxia,1,8.7105,{'supercog1'},1
1534,GO:0071621,{'W'},granulocyte chemotaxis,1,9.6659,{'supercog1'},1
1535,GO:0030219,{'D'},megakaryocyte differentiation,1,11.4964,{'supercog1'},1
1536,GO:0031090,{'M'},organelle membrane,1,4.7473,{'supercog1'},1
1537,GO:0016849,{'C'},phosphorus-oxygen lyase activity,1,8.6948,{'supercog2'},1
1538,GO:0006401,{'A'},RNA catabolic process,1,6.3843,{'supercog3'},1
1539,GO:0040011,{'N'},locomotion,1,,{'supercog1'},1
1540,GO:0010564,{'D'},regulation of cell cycle process,1,7.086,{'supercog1'},1
1541,GO:0003995,{'H'},acyl-CoA dehydrogenase activity,1,11.3539,{'supercog2'},1
1542,GO:0044057,{'T'},regulation of system process,1,8.3694,{'supercog1'},1
1543,GO:0016639,{'E'},"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",1,10.6774,{'supercog2'},1
1544,GO:0033365,{'O'},protein localization to organelle,1,6.6022,{'supercog1'},1
1545,GO:0030254,{'O'},protein secretion by the type III secretion system,1,12.0543,{'supercog1'},1
1546,GO:0016972,{'C'},thiol oxidase activity,1,12.2243,{'supercog2'},1
1547,GO:0006839,{'R'},mitochondrial transport,1,8.6563,{'general function'},1
1548,GO:0035690,{'R'},cellular response to drug,1,8.0758,{'general function'},1
1549,GO:0045730,{'C'},respiratory burst,1,12.3416,{'supercog2'},1
1550,GO:0048518,{'T'},positive regulation of biological process,1,,{'supercog1'},1
1551,GO:0015766,{'G'},disaccharide transport,1,10.7567,{'supercog2'},1
1552,GO:0016813,{'C'},"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",1,9.3788,{'supercog2'},1
1553,GO:0042611,{'M'},MHC protein complex,1,10.121,{'supercog1'},1
1554,GO:0006939,{'R'},smooth muscle contraction,1,10.6544,{'general function'},1
1555,GO:0006813,{'P'},potassium ion transport,1,8.257,{'supercog2'},1
1556,GO:0004427,{'C'},inorganic diphosphatase activity,1,10.247,{'supercog2'},1
1557,GO:0032880,{'O'},regulation of protein localization,1,7.1112,{'supercog1'},1
1558,GO:0003725,{'A'},double-stranded RNA binding,1,10.0197,{'supercog3'},1
1559,GO:0051258,{'O'},protein polymerization,1,8.2075,{'supercog1'},1
1560,GO:0042612,{'M'},MHC class I protein complex,1,11.1368,{'supercog1'},1
1561,GO:0000777,{'R'},condensed chromosome kinetochore,1,9.4364,{'general function'},1
1562,GO:0006787,{'H'},porphyrin-containing compound catabolic process,1,11.7324,{'supercog2'},1
1563,GO:0033764,{'Q'},"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",1,11.0745,{'supercog2'},1
1564,GO:0031640,{'V'},killing of cells of other organism,1,7.9216,{'supercog1'},1
1565,GO:0010259,{'R'},multicellular organism aging,1,10.4234,{'general function'},1
1566,GO:0097733,{'M'},photoreceptor cell cilium,1,10.3054,{'supercog1'},1
1567,GO:1902476,{'P'},chloride transmembrane transport,1,10.662,{'supercog2'},1
1568,GO:0006641,{'I'},triglyceride metabolic process,1,10.4299,{'supercog2'},1
1569,GO:0034502,{'O'},protein localization to chromosome,1,10.1105,{'supercog1'},1
1570,GO:0019319,{'H'},hexose biosynthetic process,1,7.2194,{'supercog2'},1
1571,GO:0004866,{'T'},endopeptidase inhibitor activity,1,7.9216,{'supercog1'},1
1572,GO:0090130,{'R'},tissue migration,1,8.9811,{'general function'},1
1573,GO:1903305,{'U'},regulation of regulated secretory pathway,1,10.4364,{'supercog1'},1
1574,GO:0016570,{'R'},histone modification,1,7.5049,{'general function'},1
1575,GO:0045833,{'I'},negative regulation of lipid metabolic process,1,10.2935,{'supercog2'},1
1576,GO:0004022,{'C'},alcohol dehydrogenase (NAD+) activity,1,9.9575,{'supercog2'},1
1577,GO:0051716,{'T'},cellular response to stimulus,1,3.1518,{'supercog1'},1
1578,GO:0005518,{'E'},collagen binding,1,11.0847,{'supercog2'},1
1579,GO:0018205,{'O'},peptidyl-lysine modification,1,6.9931,{'supercog1'},1
1580,GO:0007051,{'D'},spindle organization,1,8.9482,{'supercog1'},1
1581,GO:0043009,{'D'},chordate embryonic development,1,8.5949,{'supercog1'},1
1582,GO:0006183,{'H'},GTP biosynthetic process,1,9.1582,{'supercog2'},1
1583,GO:0045638,{'D'},negative regulation of myeloid cell differentiation,1,11.0444,{'supercog1'},1
1584,GO:0042651,{'C'},thylakoid membrane,1,6.8601,{'supercog2'},1
1585,GO:0003823,{'R'},antigen binding,1,9.5238,{'general function'},1
1586,GO:0044070,{'P'},regulation of anion transport,1,9.6812,{'supercog2'},1
1587,GO:0070461,{'B'},SAGA-type complex,1,11.3174,{'supercog3'},1
1588,GO:0050796,{'O'},regulation of insulin secretion,1,10.3295,{'supercog1'},1
1589,GO:0051537,{'C'},"2 iron, 2 sulfur cluster binding",1,7.7435,{'supercog2'},1
1590,GO:0006520,{'E'},cellular amino acid metabolic process,1,3.2216,{'supercog2'},1
1591,GO:0042555,{'O'},MCM complex,1,12.1799,{'supercog1'},1
1592,GO:0043649,{'H'},dicarboxylic acid catabolic process,1,10.1909,{'supercog2'},1
1593,GO:0034655,{'C'},nucleobase-containing compound catabolic process,1,5.6654,{'supercog2'},1
1594,GO:0060964,{'K'},regulation of gene silencing by miRNA,1,11.0345,{'supercog3'},1
1595,GO:0000077,{'T'},DNA damage checkpoint,1,9.7125,{'supercog1'},1
1596,GO:0098662,{'P'},inorganic cation transmembrane transport,1,5.6059,{'supercog2'},1
1597,GO:0006620,{'O'},posttranslational protein targeting to endoplasmic reticulum membrane,1,11.6697,{'supercog1'},1
1598,GO:0051091,{'K'},positive regulation of DNA-binding transcription factor activity,1,9.1881,{'supercog3'},1
1599,GO:0051156,{'G'},glucose 6-phosphate metabolic process,1,8.1079,{'supercog2'},1
1600,GO:0006570,{'E'},tyrosine metabolic process,1,10.3851,{'supercog2'},1
1601,GO:0006531,{'E'},aspartate metabolic process,1,11.4299,{'supercog2'},1
1602,GO:0005912,{'W'},adherens junction,1,8.6563,{'supercog1'},1
1603,GO:0046777,{'O'},protein autophosphorylation,1,8.8213,{'supercog1'},1
1604,GO:0030195,{'T'},negative regulation of blood coagulation,1,10.6393,{'supercog1'},1
1605,GO:0071006,{'O'},U2-type catalytic step 1 spliceosome,1,11.798,{'supercog1'},1
1606,GO:0009234,{'H'},menaquinone biosynthetic process,1,9.3416,{'supercog2'},1
1607,GO:0006693,{'I'},prostaglandin metabolic process,1,10.5308,{'supercog2'},1
1608,GO:1902115,{'T'},regulation of organelle assembly,1,9.1448,{'supercog1'},1
1609,GO:0016209,{'V'},antioxidant activity,1,,{'supercog1'},1
1610,GO:0052055,{'R'},modulation by symbiont of host molecular function,1,9.6281,{'general function'},1
1611,GO:0004640,{'C'},phosphoribosylanthranilate isomerase activity,1,9.8667,{'supercog2'},1
1612,GO:0006885,{'T'},regulation of pH,1,9.5343,{'supercog1'},1
1613,GO:0016805,{'O'},dipeptidase activity,1,10.6544,{'supercog1'},1
1614,GO:0003008,{'R'},system process,1,6.4832,{'general function'},1
1615,GO:0008238,{'O'},exopeptidase activity,1,7.1448,{'supercog1'},1
1616,GO:0048589,{'D'},developmental growth,1,7.6516,{'supercog1'},1
1617,GO:0009968,{'T'},negative regulation of signal transduction,1,6.8096,{'supercog1'},1
1618,GO:0007569,{'R'},cell aging,1,9.4862,{'general function'},1
1619,GO:0019646,{'C'},aerobic electron transport chain,1,10.2356,{'supercog2'},1
1620,GO:0046933,{'C'},"proton-transporting ATP synthase activity, rotational mechanism",1,6.5238,{'supercog2'},1
1621,GO:0005539,{'G'},glycosaminoglycan binding,1,8.7772,{'supercog2'},1
1622,GO:0004112,{'C'},cyclic-nucleotide phosphodiesterase activity,1,10.213,{'supercog2'},1
1623,GO:0003677,{'B'},DNA binding,1,3.6077,{'supercog3'},1
1624,GO:0005901,{'M'},caveola,1,11.1799,{'supercog1'},1
1625,GO:0006561,{'E'},proline biosynthetic process,1,8.6812,{'supercog2'},1
1626,GO:0120255,{'C'},olefinic compound biosynthetic process,1,,{'supercog2'},1
1627,GO:0042455,{'H'},ribonucleoside biosynthetic process,1,6.7086,{'supercog2'},1
1628,GO:0002683,{'W'},negative regulation of immune system process,1,7.9516,{'supercog1'},1
1629,GO:0033273,{'T'},response to vitamin,1,10.2759,{'supercog1'},1
1630,GO:0010959,{'P'},regulation of metal ion transport,1,8.6735,{'supercog2'},1
1631,GO:0022411,{'R'},cellular component disassembly,1,6.5251,{'general function'},1
1632,GO:0022829,{'U'},wide pore channel activity,1,9.7689,{'supercog1'},1
1633,GO:0019885,{'W'},antigen processing and presentation of endogenous peptide antigen via MHC class I,1,11.7165,{'supercog1'},1
1634,GO:0035637,{'R'},multicellular organismal signaling,1,10.4364,{'general function'},1
1635,GO:0080134,{'T'},regulation of response to stress,1,6.1995,{'supercog1'},1
1636,GO:0042770,{'T'},signal transduction in response to DNA damage,1,10.1002,{'supercog1'},1
1637,GO:0045069,{'X'},regulation of viral genome replication,1,10.5804,{'supercog3'},1
1638,GO:0048872,{'R'},homeostasis of number of cells,1,9.0369,{'general function'},1
1639,GO:0031300,{'R'},intrinsic component of organelle membrane,1,8.63,{'general function'},1
1640,GO:0000305,{'T'},response to oxygen radical,1,8.8601,{'supercog1'},1
1641,GO:0012501,{'D'},programmed cell death,1,5.9865,{'supercog1'},1
1642,GO:0009408,{'T'},response to heat,1,7.5527,{'supercog1'},1
1643,GO:0090068,{'D'},positive regulation of cell cycle process,1,8.932,{'supercog1'},1
1644,GO:0009204,{'H'},deoxyribonucleoside triphosphate catabolic process,1,9.5913,{'supercog2'},1
1645,GO:0044275,{'R'},cellular carbohydrate catabolic process,1,7.7155,{'general function'},1
1646,GO:0038202,{'T'},TORC1 signaling,1,11.1582,{'supercog1'},1
1647,GO:0006613,{'O'},cotranslational protein targeting to membrane,1,9.8234,{'supercog1'},1
1648,GO:0044718,{'P'},siderophore transmembrane transport,1,13.0543,{'supercog2'},1
1649,GO:0071868,{'T'},cellular response to monoamine stimulus,1,11.1368,{'supercog1'},1
1650,GO:0051225,{'D'},spindle assembly,1,9.9763,{'supercog1'},1
1651,GO:0001837,{'D'},epithelial to mesenchymal transition,1,10.8667,{'supercog1'},1
1652,GO:0033655,{'R'},host cell cytoplasm part,1,9.1421,{'general function'},1
1653,GO:0006399,{'J'},tRNA metabolic process,1,4.1381,{'supercog3'},1
1654,GO:0009314,{'T'},response to radiation,1,7.3091,{'supercog1'},1
1655,GO:1901653,{'T'},cellular response to peptide,1,8.5395,{'supercog1'},1
1656,GO:0007611,{'R'},learning or memory,1,9.5169,{'general function'},1
1657,GO:0018022,{'O'},peptidyl-lysine methylation,1,9.2556,{'supercog1'},1
1658,GO:0002520,{'W'},immune system development,1,7.2278,{'supercog1'},1
1659,GO:0070509,{'P'},calcium ion import,1,11.1368,{'supercog2'},1
1660,GO:0034035,{'H'},purine ribonucleoside bisphosphate metabolic process,1,11.4561,{'supercog2'},1
1661,GO:0050832,{'V'},defense response to fungus,1,9.3946,{'supercog1'},1
1662,GO:0018195,{'O'},peptidyl-arginine modification,1,10.2585,{'supercog1'},1
1663,GO:0038095,{'T'},Fc-epsilon receptor signaling pathway,1,10.6096,{'supercog1'},1
1664,GO:0030246,{'G'},carbohydrate binding,1,6.5949,{'supercog2'},1
1665,GO:0030016,{'Z'},myofibril,1,9.2441,{'supercog1'},1
1666,GO:0006914,{'O'},autophagy,1,7.5212,{'supercog1'},1
1667,GO:0002028,{'P'},regulation of sodium ion transport,1,11.4041,{'supercog2'},1
1668,GO:0043632,{'C'},modification-dependent macromolecule catabolic process,1,6.89,{'supercog2'},1
1669,GO:0031960,{'T'},response to corticosteroid,1,9.3416,{'supercog1'},1
1670,GO:0065009,{'T'},regulation of molecular function,1,5.049,{'supercog1'},1
1671,GO:0150115,{'W'},cell-substrate junction organization,1,,{'supercog1'},1
1672,GO:0008198,{'P'},ferrous iron binding,1,9.6468,{'supercog2'},1
1673,GO:0060205,{'U'},cytoplasmic vesicle lumen,1,8.6639,{'supercog1'},1
1674,GO:0060541,{'D'},respiratory system development,1,9.5661,{'supercog1'},1
1675,GO:1903900,{'X'},regulation of viral life cycle,1,9.9343,{'supercog3'},1
1676,GO:0004707,{'O'},MAP kinase activity,1,10.4964,{'supercog1'},1
1677,GO:0052200,{'T'},response to host defenses,1,8.7027,{'supercog1'},1
1678,GO:0051275,{'G'},beta-glucan catabolic process,1,9.4998,{'supercog2'},1
1679,GO:0009311,{'G'},oligosaccharide metabolic process,1,6.94,{'supercog2'},1
1680,GO:0014013,{'D'},regulation of gliogenesis,1,10.8406,{'supercog1'},1
1681,GO:0019882,{'W'},antigen processing and presentation,1,9.1368,{'supercog1'},1
1682,GO:0016748,{'I'},succinyltransferase activity,1,9.5768,{'supercog2'},1
1683,GO:1901654,{'T'},response to ketone,1,9.3264,{'supercog1'},1
1684,GO:0071407,{'T'},cellular response to organic cyclic compound,1,7.87,{'supercog1'},1
1685,GO:1902905,{'T'},positive regulation of supramolecular fiber organization,1,9.1368,{'supercog1'},1
1686,GO:0021872,{'D'},forebrain generation of neurons,1,11.4299,{'supercog1'},1
1687,GO:0048522,{'T'},positive regulation of cellular process,1,4.3612,{'supercog1'},1
